22:24:19 | aura.app           | INFO  |    Listening on http://127.0.0.1:5000
03:12:51 | watchfiles.main    | INFO  | 1 change detected
03:12:51 | watchfiles.main    | INFO  | 1 change detected
03:12:52 | watchfiles.main    | INFO  | 1 change detected
03:12:52 | watchfiles.main    | INFO  | 1 change detected
03:12:52 | watchfiles.main    | INFO  | 1 change detected
03:12:53 | watchfiles.main    | INFO  | 1 change detected
03:12:53 | watchfiles.main    | INFO  | 1 change detected
03:12:54 | watchfiles.main    | INFO  | 1 change detected
03:12:54 | watchfiles.main    | INFO  | 1 change detected
03:12:55 | watchfiles.main    | INFO  | 1 change detected
03:12:55 | watchfiles.main    | INFO  | 1 change detected
03:12:55 | watchfiles.main    | INFO  | 1 change detected
03:12:55 | watchfiles.main    | INFO  | 1 change detected
03:12:55 | watchfiles.main    | INFO  | 1 change detected
03:12:56 | watchfiles.main    | INFO  | 5 changes detected
03:12:56 | watchfiles.main    | INFO  | 1 change detected
03:12:56 | watchfiles.main    | INFO  | 1 change detected
03:12:56 | watchfiles.main    | INFO  | 1 change detected
03:12:57 | watchfiles.main    | INFO  | 1 change detected
03:12:57 | watchfiles.main    | INFO  | 1 change detected
03:12:57 | watchfiles.main    | INFO  | 1 change detected
03:12:57 | watchfiles.main    | INFO  | 1 change detected
03:12:57 | watchfiles.main    | INFO  | 1 change detected
03:12:58 | watchfiles.main    | INFO  | 1 change detected
03:12:58 | watchfiles.main    | INFO  | 1 change detected
03:12:58 | watchfiles.main    | INFO  | 1 change detected
03:12:58 | watchfiles.main    | INFO  | 1 change detected
03:12:59 | watchfiles.main    | INFO  | 1 change detected
03:12:59 | watchfiles.main    | INFO  | 1 change detected
03:12:59 | watchfiles.main    | INFO  | 1 change detected
03:13:00 | watchfiles.main    | INFO  | 1 change detected
03:13:00 | watchfiles.main    | INFO  | 1 change detected
03:13:01 | watchfiles.main    | INFO  | 1 change detected
03:13:01 | watchfiles.main    | INFO  | 1 change detected
03:13:02 | watchfiles.main    | INFO  | 1 change detected
03:13:02 | watchfiles.main    | INFO  | 1 change detected
03:13:02 | watchfiles.main    | INFO  | 1 change detected
03:13:03 | watchfiles.main    | INFO  | 1 change detected
03:13:03 | watchfiles.main    | INFO  | 1 change detected
03:13:04 | watchfiles.main    | INFO  | 1 change detected
03:13:04 | watchfiles.main    | INFO  | 1 change detected
03:13:05 | watchfiles.main    | INFO  | 1 change detected
03:13:05 | watchfiles.main    | INFO  | 1 change detected
03:13:05 | watchfiles.main    | INFO  | 1 change detected
03:13:05 | watchfiles.main    | INFO  | 1 change detected
03:13:06 | watchfiles.main    | INFO  | 1 change detected
03:13:06 | watchfiles.main    | INFO  | 1 change detected
03:13:07 | watchfiles.main    | INFO  | 1 change detected
03:13:07 | watchfiles.main    | INFO  | 1 change detected
03:13:07 | watchfiles.main    | INFO  | 1 change detected
03:13:08 | watchfiles.main    | INFO  | 1 change detected
03:13:08 | watchfiles.main    | INFO  | 1 change detected
03:13:09 | watchfiles.main    | INFO  | 1 change detected
03:13:09 | watchfiles.main    | INFO  | 1 change detected
03:13:09 | watchfiles.main    | INFO  | 1 change detected
03:13:09 | watchfiles.main    | INFO  | 1 change detected
03:13:09 | watchfiles.main    | INFO  | 1 change detected
03:13:09 | watchfiles.main    | INFO  | 1 change detected
03:13:10 | watchfiles.main    | INFO  | 1 change detected
03:13:10 | watchfiles.main    | INFO  | 1 change detected
03:13:11 | watchfiles.main    | INFO  | 1 change detected
03:13:11 | watchfiles.main    | INFO  | 1 change detected
03:13:12 | watchfiles.main    | INFO  | 1 change detected
03:13:12 | watchfiles.main    | INFO  | 1 change detected
03:13:13 | watchfiles.main    | INFO  | 1 change detected
03:13:13 | watchfiles.main    | INFO  | 1 change detected
03:13:13 | watchfiles.main    | INFO  | 1 change detected
03:13:13 | watchfiles.main    | INFO  | 1 change detected
03:13:13 | watchfiles.main    | INFO  | 1 change detected
03:13:14 | watchfiles.main    | INFO  | 1 change detected
03:13:14 | watchfiles.main    | INFO  | 1 change detected
03:13:14 | watchfiles.main    | INFO  | 1 change detected
03:13:14 | watchfiles.main    | INFO  | 1 change detected
03:13:15 | watchfiles.main    | INFO  | 1 change detected
03:13:15 | watchfiles.main    | INFO  | 1 change detected
03:13:15 | watchfiles.main    | INFO  | 1 change detected
03:13:15 | watchfiles.main    | INFO  | 1 change detected
03:13:15 | watchfiles.main    | INFO  | 1 change detected
03:13:15 | watchfiles.main    | INFO  | 1 change detected
03:13:16 | watchfiles.main    | INFO  | 1 change detected
03:13:16 | watchfiles.main    | INFO  | 1 change detected
03:13:16 | watchfiles.main    | INFO  | 1 change detected
03:13:17 | watchfiles.main    | INFO  | 1 change detected
03:13:17 | watchfiles.main    | INFO  | 1 change detected
03:13:17 | watchfiles.main    | INFO  | 1 change detected
03:13:18 | watchfiles.main    | INFO  | 1 change detected
03:13:18 | watchfiles.main    | INFO  | 1 change detected
03:13:19 | watchfiles.main    | INFO  | 1 change detected
03:13:19 | watchfiles.main    | INFO  | 1 change detected
03:13:19 | watchfiles.main    | INFO  | 1 change detected
03:13:20 | watchfiles.main    | INFO  | 1 change detected
03:13:20 | watchfiles.main    | INFO  | 1 change detected
03:13:20 | watchfiles.main    | INFO  | 1 change detected
03:13:21 | watchfiles.main    | INFO  | 1 change detected
03:13:21 | watchfiles.main    | INFO  | 1 change detected
03:13:21 | watchfiles.main    | INFO  | 1 change detected
03:13:22 | watchfiles.main    | INFO  | 1 change detected
03:13:22 | watchfiles.main    | INFO  | 1 change detected
03:13:22 | watchfiles.main    | INFO  | 1 change detected
03:13:23 | watchfiles.main    | INFO  | 1 change detected
03:13:23 | watchfiles.main    | INFO  | 1 change detected
03:13:23 | watchfiles.main    | INFO  | 1 change detected
03:13:24 | watchfiles.main    | INFO  | 1 change detected
03:13:24 | watchfiles.main    | INFO  | 1 change detected
03:13:25 | watchfiles.main    | INFO  | 1 change detected
03:13:25 | watchfiles.main    | INFO  | 1 change detected
03:13:25 | watchfiles.main    | INFO  | 1 change detected
03:13:25 | watchfiles.main    | INFO  | 1 change detected
03:13:26 | watchfiles.main    | INFO  | 1 change detected
03:13:26 | watchfiles.main    | INFO  | 1 change detected
03:13:26 | watchfiles.main    | INFO  | 1 change detected
03:13:27 | watchfiles.main    | INFO  | 1 change detected
03:13:27 | watchfiles.main    | INFO  | 1 change detected
03:13:28 | watchfiles.main    | INFO  | 1 change detected
03:13:28 | watchfiles.main    | INFO  | 1 change detected
03:13:28 | watchfiles.main    | INFO  | 1 change detected
03:13:29 | watchfiles.main    | INFO  | 1 change detected
03:13:29 | watchfiles.main    | INFO  | 1 change detected
03:13:29 | watchfiles.main    | INFO  | 1 change detected
03:13:30 | watchfiles.main    | INFO  | 1 change detected
03:13:30 | watchfiles.main    | INFO  | 1 change detected
03:13:31 | watchfiles.main    | INFO  | 1 change detected
03:13:31 | watchfiles.main    | INFO  | 1 change detected
03:13:31 | watchfiles.main    | INFO  | 1 change detected
03:13:32 | watchfiles.main    | INFO  | 1 change detected
03:13:32 | watchfiles.main    | INFO  | 1 change detected
03:13:33 | watchfiles.main    | INFO  | 1 change detected
03:13:33 | watchfiles.main    | INFO  | 1 change detected
03:13:33 | watchfiles.main    | INFO  | 1 change detected
03:13:34 | watchfiles.main    | INFO  | 1 change detected
03:13:34 | watchfiles.main    | INFO  | 1 change detected
03:13:35 | watchfiles.main    | INFO  | 1 change detected
03:13:35 | watchfiles.main    | INFO  | 1 change detected
03:13:35 | watchfiles.main    | INFO  | 1 change detected
03:13:36 | watchfiles.main    | INFO  | 1 change detected
03:13:36 | watchfiles.main    | INFO  | 1 change detected
03:13:37 | watchfiles.main    | INFO  | 1 change detected
03:13:37 | watchfiles.main    | INFO  | 1 change detected
03:13:37 | watchfiles.main    | INFO  | 1 change detected
03:13:38 | watchfiles.main    | INFO  | 1 change detected
03:13:38 | watchfiles.main    | INFO  | 1 change detected
03:13:39 | watchfiles.main    | INFO  | 1 change detected
03:13:39 | watchfiles.main    | INFO  | 1 change detected
03:13:39 | watchfiles.main    | INFO  | 1 change detected
03:13:40 | watchfiles.main    | INFO  | 1 change detected
03:13:40 | watchfiles.main    | INFO  | 1 change detected
03:13:40 | watchfiles.main    | INFO  | 1 change detected
03:13:41 | watchfiles.main    | INFO  | 1 change detected
03:13:41 | watchfiles.main    | INFO  | 1 change detected
03:13:41 | watchfiles.main    | INFO  | 1 change detected
03:13:41 | watchfiles.main    | INFO  | 1 change detected
03:13:42 | watchfiles.main    | INFO  | 1 change detected
03:13:42 | watchfiles.main    | INFO  | 1 change detected
03:13:42 | watchfiles.main    | INFO  | 1 change detected
03:13:42 | watchfiles.main    | INFO  | 1 change detected
03:13:43 | watchfiles.main    | INFO  | 1 change detected
03:13:43 | watchfiles.main    | INFO  | 1 change detected
03:13:44 | watchfiles.main    | INFO  | 1 change detected
03:13:44 | watchfiles.main    | INFO  | 1 change detected
03:13:44 | watchfiles.main    | INFO  | 1 change detected
03:13:45 | watchfiles.main    | INFO  | 1 change detected
03:13:45 | watchfiles.main    | INFO  | 1 change detected
03:13:46 | watchfiles.main    | INFO  | 1 change detected
03:13:46 | watchfiles.main    | INFO  | 1 change detected
03:13:46 | watchfiles.main    | INFO  | 1 change detected
03:13:46 | watchfiles.main    | INFO  | 1 change detected
03:13:47 | watchfiles.main    | INFO  | 1 change detected
03:13:47 | watchfiles.main    | INFO  | 1 change detected
03:13:47 | watchfiles.main    | INFO  | 1 change detected
03:13:48 | watchfiles.main    | INFO  | 1 change detected
03:13:48 | watchfiles.main    | INFO  | 1 change detected
03:13:49 | watchfiles.main    | INFO  | 1 change detected
03:13:49 | watchfiles.main    | INFO  | 1 change detected
03:13:49 | watchfiles.main    | INFO  | 1 change detected
03:13:49 | watchfiles.main    | INFO  | 1 change detected
03:13:50 | watchfiles.main    | INFO  | 1 change detected
03:13:50 | watchfiles.main    | INFO  | 1 change detected
03:13:51 | watchfiles.main    | INFO  | 1 change detected
03:13:51 | watchfiles.main    | INFO  | 1 change detected
03:13:51 | watchfiles.main    | INFO  | 1 change detected
03:13:51 | watchfiles.main    | INFO  | 1 change detected
03:13:52 | watchfiles.main    | INFO  | 1 change detected
03:13:52 | watchfiles.main    | INFO  | 1 change detected
03:13:53 | watchfiles.main    | INFO  | 1 change detected
03:13:53 | watchfiles.main    | INFO  | 1 change detected
03:13:53 | watchfiles.main    | INFO  | 1 change detected
03:13:54 | watchfiles.main    | INFO  | 1 change detected
03:13:54 | watchfiles.main    | INFO  | 1 change detected
03:13:55 | watchfiles.main    | INFO  | 1 change detected
03:13:55 | watchfiles.main    | INFO  | 1 change detected
03:13:55 | watchfiles.main    | INFO  | 1 change detected
03:13:55 | watchfiles.main    | INFO  | 1 change detected
03:13:56 | watchfiles.main    | INFO  | 1 change detected
03:13:56 | watchfiles.main    | INFO  | 1 change detected
03:13:57 | watchfiles.main    | INFO  | 1 change detected
03:13:57 | watchfiles.main    | INFO  | 1 change detected
03:13:57 | watchfiles.main    | INFO  | 1 change detected
03:13:57 | watchfiles.main    | INFO  | 1 change detected
03:13:58 | watchfiles.main    | INFO  | 1 change detected
03:13:58 | watchfiles.main    | INFO  | 1 change detected
03:13:59 | watchfiles.main    | INFO  | 1 change detected
03:13:59 | watchfiles.main    | INFO  | 1 change detected
03:14:00 | watchfiles.main    | INFO  | 1 change detected
03:14:00 | watchfiles.main    | INFO  | 1 change detected
03:14:00 | watchfiles.main    | INFO  | 1 change detected
03:14:01 | watchfiles.main    | INFO  | 1 change detected
03:14:01 | watchfiles.main    | INFO  | 1 change detected
03:14:02 | watchfiles.main    | INFO  | 1 change detected
03:14:02 | watchfiles.main    | INFO  | 1 change detected
03:14:02 | watchfiles.main    | INFO  | 1 change detected
03:14:02 | watchfiles.main    | INFO  | 1 change detected
03:14:03 | watchfiles.main    | INFO  | 1 change detected
03:14:03 | watchfiles.main    | INFO  | 1 change detected
03:14:04 | watchfiles.main    | INFO  | 1 change detected
03:14:04 | watchfiles.main    | INFO  | 1 change detected
03:14:04 | watchfiles.main    | INFO  | 1 change detected
03:14:05 | watchfiles.main    | INFO  | 1 change detected
03:14:05 | watchfiles.main    | INFO  | 1 change detected
03:14:06 | watchfiles.main    | INFO  | 1 change detected
03:14:06 | watchfiles.main    | INFO  | 1 change detected
03:14:06 | watchfiles.main    | INFO  | 1 change detected
03:14:07 | watchfiles.main    | INFO  | 1 change detected
03:14:07 | watchfiles.main    | INFO  | 1 change detected
03:14:08 | watchfiles.main    | INFO  | 1 change detected
03:14:08 | watchfiles.main    | INFO  | 1 change detected
03:14:08 | watchfiles.main    | INFO  | 1 change detected
03:14:09 | watchfiles.main    | INFO  | 1 change detected
03:14:09 | watchfiles.main    | INFO  | 1 change detected
03:14:09 | watchfiles.main    | INFO  | 1 change detected
03:14:10 | watchfiles.main    | INFO  | 1 change detected
03:14:10 | watchfiles.main    | INFO  | 1 change detected
03:14:11 | watchfiles.main    | INFO  | 1 change detected
03:14:11 | watchfiles.main    | INFO  | 1 change detected
03:14:11 | watchfiles.main    | INFO  | 1 change detected
03:14:12 | watchfiles.main    | INFO  | 1 change detected
03:14:12 | watchfiles.main    | INFO  | 1 change detected
03:14:13 | watchfiles.main    | INFO  | 1 change detected
03:14:13 | watchfiles.main    | INFO  | 1 change detected
03:14:13 | watchfiles.main    | INFO  | 1 change detected
03:14:14 | watchfiles.main    | INFO  | 1 change detected
03:14:14 | watchfiles.main    | INFO  | 1 change detected
03:14:15 | watchfiles.main    | INFO  | 1 change detected
03:14:15 | watchfiles.main    | INFO  | 1 change detected
03:14:16 | watchfiles.main    | INFO  | 1 change detected
03:14:16 | watchfiles.main    | INFO  | 1 change detected
03:14:16 | watchfiles.main    | INFO  | 1 change detected
03:14:16 | watchfiles.main    | INFO  | 1 change detected
03:14:17 | watchfiles.main    | INFO  | 1 change detected
03:14:17 | watchfiles.main    | INFO  | 1 change detected
03:14:18 | watchfiles.main    | INFO  | 1 change detected
03:14:18 | watchfiles.main    | INFO  | 1 change detected
03:14:18 | watchfiles.main    | INFO  | 1 change detected
03:14:18 | watchfiles.main    | INFO  | 1 change detected
03:14:19 | watchfiles.main    | INFO  | 1 change detected
03:14:19 | watchfiles.main    | INFO  | 1 change detected
03:14:20 | watchfiles.main    | INFO  | 1 change detected
03:14:20 | watchfiles.main    | INFO  | 1 change detected
03:14:20 | watchfiles.main    | INFO  | 1 change detected
03:14:21 | watchfiles.main    | INFO  | 1 change detected
03:14:21 | watchfiles.main    | INFO  | 1 change detected
03:14:22 | watchfiles.main    | INFO  | 1 change detected
03:14:22 | watchfiles.main    | INFO  | 1 change detected
03:14:22 | watchfiles.main    | INFO  | 1 change detected
03:14:23 | watchfiles.main    | INFO  | 1 change detected
03:14:23 | watchfiles.main    | INFO  | 1 change detected
03:14:24 | watchfiles.main    | INFO  | 1 change detected
03:14:24 | watchfiles.main    | INFO  | 1 change detected
03:14:24 | watchfiles.main    | INFO  | 1 change detected
03:14:25 | watchfiles.main    | INFO  | 1 change detected
03:14:25 | watchfiles.main    | INFO  | 1 change detected
03:14:26 | watchfiles.main    | INFO  | 1 change detected
03:14:26 | watchfiles.main    | INFO  | 1 change detected
03:14:26 | watchfiles.main    | INFO  | 1 change detected
03:14:27 | watchfiles.main    | INFO  | 1 change detected
03:14:27 | watchfiles.main    | INFO  | 1 change detected
03:14:28 | watchfiles.main    | INFO  | 1 change detected
03:14:28 | watchfiles.main    | INFO  | 1 change detected
03:14:28 | watchfiles.main    | INFO  | 1 change detected
03:14:29 | watchfiles.main    | INFO  | 1 change detected
03:14:29 | watchfiles.main    | INFO  | 1 change detected
03:14:30 | watchfiles.main    | INFO  | 1 change detected
03:14:30 | watchfiles.main    | INFO  | 1 change detected
03:14:31 | watchfiles.main    | INFO  | 1 change detected
03:14:31 | watchfiles.main    | INFO  | 1 change detected
03:14:31 | watchfiles.main    | INFO  | 1 change detected
03:14:32 | watchfiles.main    | INFO  | 1 change detected
03:14:32 | watchfiles.main    | INFO  | 1 change detected
03:14:33 | watchfiles.main    | INFO  | 1 change detected
03:14:33 | watchfiles.main    | INFO  | 1 change detected
03:14:33 | watchfiles.main    | INFO  | 1 change detected
03:14:34 | watchfiles.main    | INFO  | 1 change detected
03:14:34 | watchfiles.main    | INFO  | 1 change detected
03:14:34 | watchfiles.main    | INFO  | 1 change detected
03:14:35 | watchfiles.main    | INFO  | 1 change detected
03:14:35 | watchfiles.main    | INFO  | 1 change detected
03:14:35 | watchfiles.main    | INFO  | 1 change detected
03:14:36 | watchfiles.main    | INFO  | 1 change detected
03:14:36 | watchfiles.main    | INFO  | 1 change detected
03:14:37 | watchfiles.main    | INFO  | 1 change detected
03:14:37 | watchfiles.main    | INFO  | 1 change detected
03:14:37 | watchfiles.main    | INFO  | 1 change detected
03:14:37 | watchfiles.main    | INFO  | 1 change detected
03:14:37 | watchfiles.main    | INFO  | 1 change detected
03:14:38 | watchfiles.main    | INFO  | 1 change detected
03:14:38 | watchfiles.main    | INFO  | 1 change detected
03:14:39 | watchfiles.main    | INFO  | 1 change detected
03:14:39 | watchfiles.main    | INFO  | 1 change detected
03:14:39 | watchfiles.main    | INFO  | 1 change detected
03:14:40 | watchfiles.main    | INFO  | 1 change detected
03:14:40 | watchfiles.main    | INFO  | 1 change detected
03:14:40 | watchfiles.main    | INFO  | 1 change detected
03:14:41 | watchfiles.main    | INFO  | 1 change detected
03:14:41 | watchfiles.main    | INFO  | 1 change detected
03:14:41 | watchfiles.main    | INFO  | 1 change detected
03:14:42 | watchfiles.main    | INFO  | 1 change detected
03:14:42 | watchfiles.main    | INFO  | 1 change detected
03:14:43 | watchfiles.main    | INFO  | 1 change detected
03:14:43 | watchfiles.main    | INFO  | 1 change detected
03:14:43 | watchfiles.main    | INFO  | 1 change detected
03:14:44 | watchfiles.main    | INFO  | 1 change detected
03:14:44 | watchfiles.main    | INFO  | 1 change detected
03:14:45 | watchfiles.main    | INFO  | 1 change detected
03:14:45 | watchfiles.main    | INFO  | 1 change detected
03:14:45 | watchfiles.main    | INFO  | 1 change detected
03:14:46 | watchfiles.main    | INFO  | 1 change detected
03:14:46 | watchfiles.main    | INFO  | 1 change detected
03:14:46 | watchfiles.main    | INFO  | 1 change detected
03:14:47 | watchfiles.main    | INFO  | 1 change detected
03:14:47 | watchfiles.main    | INFO  | 1 change detected
03:14:48 | watchfiles.main    | INFO  | 1 change detected
03:14:48 | watchfiles.main    | INFO  | 1 change detected
03:14:48 | watchfiles.main    | INFO  | 1 change detected
03:14:48 | watchfiles.main    | INFO  | 1 change detected
03:14:49 | watchfiles.main    | INFO  | 1 change detected
03:14:49 | watchfiles.main    | INFO  | 1 change detected
03:14:49 | watchfiles.main    | INFO  | 1 change detected
03:14:49 | watchfiles.main    | INFO  | 1 change detected
03:14:50 | watchfiles.main    | INFO  | 1 change detected
03:14:50 | watchfiles.main    | INFO  | 1 change detected
03:14:50 | watchfiles.main    | INFO  | 1 change detected
03:14:51 | watchfiles.main    | INFO  | 1 change detected
03:14:51 | watchfiles.main    | INFO  | 1 change detected
03:14:52 | watchfiles.main    | INFO  | 1 change detected
03:14:52 | watchfiles.main    | INFO  | 1 change detected
03:14:52 | watchfiles.main    | INFO  | 1 change detected
03:14:53 | watchfiles.main    | INFO  | 1 change detected
03:14:53 | watchfiles.main    | INFO  | 1 change detected
03:14:54 | watchfiles.main    | INFO  | 1 change detected
03:14:54 | watchfiles.main    | INFO  | 1 change detected
03:14:54 | watchfiles.main    | INFO  | 1 change detected
03:14:55 | watchfiles.main    | INFO  | 1 change detected
03:14:55 | watchfiles.main    | INFO  | 1 change detected
03:14:56 | watchfiles.main    | INFO  | 1 change detected
03:14:56 | watchfiles.main    | INFO  | 1 change detected
03:14:56 | watchfiles.main    | INFO  | 1 change detected
03:14:56 | watchfiles.main    | INFO  | 1 change detected
03:14:57 | watchfiles.main    | INFO  | 1 change detected
03:14:57 | watchfiles.main    | INFO  | 1 change detected
03:14:57 | watchfiles.main    | INFO  | 1 change detected
03:14:58 | watchfiles.main    | INFO  | 1 change detected
03:14:58 | watchfiles.main    | INFO  | 1 change detected
03:14:58 | watchfiles.main    | INFO  | 1 change detected
03:14:59 | watchfiles.main    | INFO  | 1 change detected
03:14:59 | watchfiles.main    | INFO  | 1 change detected
03:15:00 | watchfiles.main    | INFO  | 1 change detected
03:15:00 | watchfiles.main    | INFO  | 1 change detected
03:15:00 | watchfiles.main    | INFO  | 1 change detected
03:15:01 | watchfiles.main    | INFO  | 1 change detected
03:15:01 | watchfiles.main    | INFO  | 1 change detected
03:15:01 | watchfiles.main    | INFO  | 1 change detected
03:15:02 | watchfiles.main    | INFO  | 1 change detected
03:15:02 | watchfiles.main    | INFO  | 1 change detected
03:15:03 | watchfiles.main    | INFO  | 1 change detected
03:15:03 | watchfiles.main    | INFO  | 1 change detected
03:15:03 | watchfiles.main    | INFO  | 1 change detected
03:15:03 | watchfiles.main    | INFO  | 1 change detected
03:15:04 | watchfiles.main    | INFO  | 1 change detected
03:15:04 | watchfiles.main    | INFO  | 1 change detected
03:15:05 | watchfiles.main    | INFO  | 1 change detected
03:15:05 | watchfiles.main    | INFO  | 1 change detected
03:15:05 | watchfiles.main    | INFO  | 1 change detected
03:15:06 | watchfiles.main    | INFO  | 1 change detected
03:15:06 | watchfiles.main    | INFO  | 1 change detected
03:15:07 | watchfiles.main    | INFO  | 1 change detected
03:15:07 | watchfiles.main    | INFO  | 1 change detected
03:15:07 | watchfiles.main    | INFO  | 1 change detected
03:15:07 | watchfiles.main    | INFO  | 1 change detected
03:15:08 | watchfiles.main    | INFO  | 1 change detected
03:15:08 | watchfiles.main    | INFO  | 1 change detected
03:15:09 | watchfiles.main    | INFO  | 1 change detected
03:15:09 | watchfiles.main    | INFO  | 1 change detected
03:15:09 | watchfiles.main    | INFO  | 1 change detected
03:15:10 | watchfiles.main    | INFO  | 1 change detected
03:15:10 | watchfiles.main    | INFO  | 1 change detected
03:15:10 | watchfiles.main    | INFO  | 1 change detected
03:15:11 | watchfiles.main    | INFO  | 1 change detected
03:15:11 | watchfiles.main    | INFO  | 1 change detected
03:15:11 | watchfiles.main    | INFO  | 1 change detected
03:15:12 | watchfiles.main    | INFO  | 1 change detected
03:15:12 | watchfiles.main    | INFO  | 1 change detected
03:15:12 | watchfiles.main    | INFO  | 1 change detected
03:15:13 | watchfiles.main    | INFO  | 1 change detected
03:15:13 | watchfiles.main    | INFO  | 1 change detected
03:15:13 | watchfiles.main    | INFO  | 1 change detected
03:15:14 | watchfiles.main    | INFO  | 1 change detected
03:15:14 | watchfiles.main    | INFO  | 1 change detected
03:15:14 | watchfiles.main    | INFO  | 1 change detected
03:15:15 | watchfiles.main    | INFO  | 1 change detected
03:15:15 | watchfiles.main    | INFO  | 1 change detected
03:15:16 | watchfiles.main    | INFO  | 1 change detected
03:15:16 | watchfiles.main    | INFO  | 1 change detected
03:15:16 | watchfiles.main    | INFO  | 1 change detected
03:15:16 | watchfiles.main    | INFO  | 1 change detected
03:15:16 | watchfiles.main    | INFO  | 1 change detected
03:15:17 | watchfiles.main    | INFO  | 1 change detected
03:15:17 | watchfiles.main    | INFO  | 1 change detected
03:15:18 | watchfiles.main    | INFO  | 1 change detected
03:15:18 | watchfiles.main    | INFO  | 1 change detected
03:15:18 | watchfiles.main    | INFO  | 1 change detected
03:15:19 | watchfiles.main    | INFO  | 1 change detected
03:15:19 | watchfiles.main    | INFO  | 1 change detected
03:15:20 | watchfiles.main    | INFO  | 1 change detected
03:15:20 | watchfiles.main    | INFO  | 1 change detected
03:15:20 | watchfiles.main    | INFO  | 1 change detected
03:15:20 | watchfiles.main    | INFO  | 1 change detected
03:15:21 | watchfiles.main    | INFO  | 1 change detected
03:15:21 | watchfiles.main    | INFO  | 1 change detected
03:15:22 | watchfiles.main    | INFO  | 1 change detected
03:15:22 | watchfiles.main    | INFO  | 1 change detected
03:15:22 | watchfiles.main    | INFO  | 1 change detected
03:15:22 | watchfiles.main    | INFO  | 1 change detected
03:15:23 | watchfiles.main    | INFO  | 1 change detected
03:15:23 | watchfiles.main    | INFO  | 1 change detected
03:15:23 | watchfiles.main    | INFO  | 1 change detected
03:15:23 | watchfiles.main    | INFO  | 1 change detected
03:15:24 | watchfiles.main    | INFO  | 1 change detected
03:15:24 | watchfiles.main    | INFO  | 1 change detected
03:15:25 | watchfiles.main    | INFO  | 1 change detected
03:15:25 | watchfiles.main    | INFO  | 1 change detected
03:15:25 | watchfiles.main    | INFO  | 1 change detected
03:15:25 | watchfiles.main    | INFO  | 1 change detected
03:15:25 | watchfiles.main    | INFO  | 1 change detected
03:15:26 | watchfiles.main    | INFO  | 1 change detected
03:15:26 | watchfiles.main    | INFO  | 1 change detected
03:15:27 | watchfiles.main    | INFO  | 1 change detected
03:15:27 | watchfiles.main    | INFO  | 1 change detected
03:15:27 | watchfiles.main    | INFO  | 1 change detected
03:15:28 | watchfiles.main    | INFO  | 1 change detected
03:15:28 | watchfiles.main    | INFO  | 1 change detected
03:15:28 | watchfiles.main    | INFO  | 1 change detected
03:15:29 | watchfiles.main    | INFO  | 1 change detected
03:15:29 | watchfiles.main    | INFO  | 1 change detected
03:15:30 | watchfiles.main    | INFO  | 1 change detected
03:15:30 | watchfiles.main    | INFO  | 1 change detected
03:15:30 | watchfiles.main    | INFO  | 1 change detected
03:15:30 | watchfiles.main    | INFO  | 1 change detected
03:15:31 | watchfiles.main    | INFO  | 1 change detected
03:15:31 | watchfiles.main    | INFO  | 1 change detected
03:15:32 | watchfiles.main    | INFO  | 1 change detected
03:15:32 | watchfiles.main    | INFO  | 1 change detected
03:15:32 | watchfiles.main    | INFO  | 1 change detected
03:15:33 | watchfiles.main    | INFO  | 1 change detected
03:15:33 | watchfiles.main    | INFO  | 1 change detected
03:15:33 | watchfiles.main    | INFO  | 1 change detected
03:15:34 | watchfiles.main    | INFO  | 1 change detected
03:15:34 | watchfiles.main    | INFO  | 1 change detected
03:15:34 | watchfiles.main    | INFO  | 1 change detected
03:15:35 | watchfiles.main    | INFO  | 1 change detected
03:15:35 | watchfiles.main    | INFO  | 1 change detected
03:15:35 | watchfiles.main    | INFO  | 1 change detected
03:15:35 | watchfiles.main    | INFO  | 1 change detected
03:15:36 | watchfiles.main    | INFO  | 1 change detected
03:15:36 | watchfiles.main    | INFO  | 1 change detected
03:15:37 | watchfiles.main    | INFO  | 1 change detected
03:15:37 | watchfiles.main    | INFO  | 1 change detected
03:15:38 | watchfiles.main    | INFO  | 1 change detected
03:15:38 | watchfiles.main    | INFO  | 1 change detected
03:15:38 | watchfiles.main    | INFO  | 1 change detected
03:15:39 | watchfiles.main    | INFO  | 1 change detected
03:15:39 | watchfiles.main    | INFO  | 1 change detected
03:15:40 | watchfiles.main    | INFO  | 1 change detected
03:15:40 | watchfiles.main    | INFO  | 1 change detected
03:15:40 | watchfiles.main    | INFO  | 1 change detected
03:15:41 | watchfiles.main    | INFO  | 1 change detected
03:15:41 | watchfiles.main    | INFO  | 1 change detected
03:15:42 | watchfiles.main    | INFO  | 1 change detected
03:15:42 | watchfiles.main    | INFO  | 1 change detected
03:15:42 | watchfiles.main    | INFO  | 1 change detected
03:15:43 | watchfiles.main    | INFO  | 1 change detected
03:15:43 | watchfiles.main    | INFO  | 1 change detected
03:15:44 | watchfiles.main    | INFO  | 1 change detected
03:15:44 | watchfiles.main    | INFO  | 1 change detected
03:15:44 | watchfiles.main    | INFO  | 1 change detected
03:15:45 | watchfiles.main    | INFO  | 1 change detected
03:15:45 | watchfiles.main    | INFO  | 1 change detected
03:15:46 | watchfiles.main    | INFO  | 1 change detected
03:15:46 | watchfiles.main    | INFO  | 1 change detected
03:15:46 | watchfiles.main    | INFO  | 1 change detected
